FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
SECarroll,SClayton,6,1,0,0,2,0,6,3,0,7,2,9
SECarroll,NWCobb,8,2,0,10,5,0,18,7,0,10,15,25
SECarroll,NECobb,3,2,0,4,4,0,7,6,0,5,8,13
SECarroll,SWCobb,14,4,0,7,3,0,21,7,0,18,10,28
SECarroll,Marietta,8,2,0,4,33,0,12,35,0,10,37,47
SECarroll,Cumberland,20,3,0,6,7,0,26,10,0,23,13,36
SECarroll,SCobb,29,2,0,16,36,0,45,38,0,31,52,83
SECarroll,Chamblee,3,0,0,1,0,0,4,0,0,3,1,4
SECarroll,NWDeKalb,3,2,0,1,0,0,4,2,0,5,1,6
SECarroll,NEDeKalb,2,0,0,2,1,0,4,1,0,2,3,5
SECarroll,Atlanta-DeKalb,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,Decatur,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,SWDeKalb,3,0,0,0,4,0,3,4,0,3,4,7
SECarroll,SEDeKalb,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,SDeKalb,0,0,0,2,0,0,2,0,0,0,2,2
SECarroll,WDouglas,107,30,0,72,172,0,179,202,0,137,244,381
SECarroll,EDouglas,60,14,0,30,40,0,90,54,0,74,70,144
SECarroll,WFayette,43,7,0,9,37,0,52,44,0,50,46,96
SECarroll,EFayette,7,2,0,5,19,0,12,21,0,9,24,33
SECarroll,NGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,CentGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,EGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,Norcross,1,2,0,0,0,0,1,2,0,3,0,3
SECarroll,Lilburn,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,Snellville,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NHenry,3,0,0,0,0,0,3,0,0,3,0,3
SECarroll,EHenry,0,0,0,0,1,0,0,1,0,0,1,1
SECarroll,SHenry,1,0,0,2,4,0,3,4,0,1,6,7
SECarroll,SRockdale,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NRockdale,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NBarrow,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,SBarrow,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,Cartersville,3,2,0,0,1,0,3,3,0,5,1,6
SECarroll,NECarroll,57,7,0,41,117,0,98,124,0,64,158,222
SECarroll,WCarroll,89,16,0,85,288,0,174,304,0,105,373,478
SECarroll,CentralCarroll,1085,235,0,1149,3699,2,2234,3934,2,1320,4850,6170
SECarroll,SECarroll,364,55,0,930,2685,0,1294,2740,0,419,3615,4034
SECarroll,WCoweta,109,20,0,128,372,0,237,392,0,129,500,629
SECarroll,NCoweta,206,38,0,96,423,0,302,461,0,244,519,763
SECarroll,SCoweta,10,3,0,9,7,0,19,10,0,13,16,29
SECarroll,SECoweta,9,1,0,2,12,0,11,13,0,10,14,24
SECarroll,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,Cumming,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,SForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NHall,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,SHall,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,WNewton,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,NPaulding,2,0,0,1,1,0,3,1,0,2,2,4
SECarroll,WPaulding,4,1,0,5,3,0,9,4,0,5,8,13
SECarroll,EPaulding,11,4,0,8,34,0,19,38,0,15,42,57
SECarroll,NSpalding,2,0,0,3,0,0,5,0,0,2,3,5
SECarroll,SSpalding,1,0,0,1,0,0,2,0,0,1,1,2
SECarroll,WWalton,0,0,0,0,0,0,0,0,0,0,0,0
SECarroll,EWalton,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,NFulton,3,1,0,0,0,0,3,1,0,4,0,4
WCoweta,Roswell,1,0,0,0,3,0,1,3,0,1,3,4
WCoweta,SandySprings,14,3,0,8,2,0,22,5,0,17,10,27
WCoweta,Buckhead,32,12,3,9,35,0,41,47,3,47,44,91
WCoweta,NWAtlanta,33,4,1,3,15,0,36,19,1,38,18,56
WCoweta,NEAtlanta,45,11,1,22,42,0,67,53,1,57,64,121
WCoweta,SWAtlanta,83,13,0,24,50,0,107,63,0,96,74,170
WCoweta,CBDAtlanta,73,21,15,16,49,3,89,70,18,109,68,177
WCoweta,SEAtlanta,61,10,0,17,50,1,78,60,1,71,68,139
WCoweta,SFulton,164,23,0,44,140,0,208,163,0,187,184,371
WCoweta,Tri-Cities,152,25,0,21,38,0,173,63,0,177,59,236
WCoweta,Shannon,270,46,0,58,167,0,328,213,0,316,225,541
WCoweta,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,ECentCherokee,0,0,0,0,1,0,0,1,0,0,1,1
WCoweta,Woodstock,1,0,0,0,0,0,1,0,0,1,0,1
WCoweta,Airport,125,21,1,7,20,0,132,41,1,147,27,174
WCoweta,NEClayton,98,13,0,8,52,0,106,65,0,111,60,171
WCoweta,Riverdale,61,5,0,11,29,0,72,34,0,66,40,106
WCoweta,SClayton,49,11,0,7,31,0,56,42,0,60,38,98
WCoweta,NWCobb,7,3,0,3,10,0,10,13,0,10,13,23
WCoweta,NECobb,12,1,0,3,0,0,15,1,0,13,3,16
WCoweta,SWCobb,16,3,0,2,3,0,18,6,0,19,5,24
WCoweta,Marietta,23,2,0,7,2,0,30,4,0,25,9,34
WCoweta,Cumberland,53,15,0,11,24,0,64,39,0,68,35,103
WCoweta,SCobb,47,8,0,11,14,0,58,22,0,55,25,80
WCoweta,Chamblee,20,3,0,1,5,0,21,8,0,23,6,29
WCoweta,NWDeKalb,24,5,0,7,47,0,31,52,0,29,54,83
WCoweta,NEDeKalb,18,0,0,4,7,0,22,7,0,18,11,29
WCoweta,Atlanta-DeKalb,8,1,0,5,15,0,13,16,0,9,20,29
WCoweta,Decatur,5,0,0,0,0,0,5,0,0,5,0,5
WCoweta,SWDeKalb,17,2,0,4,40,0,21,42,0,19,44,63
WCoweta,SEDeKalb,5,1,0,2,16,0,7,17,0,6,18,24
WCoweta,SDeKalb,28,2,0,8,5,1,36,7,1,30,14,44
WCoweta,WDouglas,154,29,0,58,177,0,212,206,0,183,235,418
WCoweta,EDouglas,86,16,0,20,94,0,106,110,0,102,114,216
WCoweta,WFayette,374,73,0,117,263,0,491,336,0,447,380,827
WCoweta,EFayette,105,18,0,25,50,0,130,68,0,123,75,198
WCoweta,NGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,CentGwinnett,0,2,0,1,1,0,1,3,0,2,2,4
WCoweta,EGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,Norcross,5,0,0,2,4,0,7,4,0,5,6,11
WCoweta,Lilburn,1,1,0,0,1,0,1,2,0,2,1,3
WCoweta,Snellville,0,0,0,1,0,0,1,0,0,0,1,1
WCoweta,NHenry,9,5,0,5,23,0,14,28,0,14,28,42
WCoweta,EHenry,2,0,0,2,0,0,4,0,0,2,2,4
WCoweta,SHenry,16,2,0,8,16,0,24,18,0,18,24,42
WCoweta,SRockdale,1,0,0,1,0,0,2,0,0,1,1,2
WCoweta,NRockdale,1,0,0,1,0,0,2,0,0,1,1,2
WCoweta,NBarrow,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,SBarrow,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,NWBartow,0,0,0,0,4,0,0,4,0,0,4,4
WCoweta,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,SWBartow,0,0,0,0,4,0,0,4,0,0,4,4
WCoweta,Cartersville,1,0,0,0,0,0,1,0,0,1,0,1
WCoweta,NECarroll,59,11,0,9,51,0,68,62,0,70,60,130
WCoweta,WCarroll,33,5,0,23,17,0,56,22,0,38,40,78
WCoweta,CentralCarroll,522,118,0,310,484,0,832,602,0,640,794,1434
WCoweta,SECarroll,109,23,0,131,367,0,240,390,0,132,498,630
WCoweta,WCoweta,3713,714,0,7162,17486,0,10875,18200,0,4427,24648,29075
WCoweta,NCoweta,3964,767,0,5820,15596,0,9784,16363,0,4731,21416,26147
WCoweta,SCoweta,330,58,0,362,1093,0,692,1151,0,388,1455,1843
WCoweta,SECoweta,121,31,0,89,239,0,210,270,0,152,328,480
WCoweta,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,Cumming,0,0,0,1,0,0,1,0,0,0,1,1
WCoweta,SForsyth,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,NHall,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,SHall,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,WNewton,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,NPaulding,3,0,0,2,1,0,5,1,0,3,3,6
WCoweta,WPaulding,3,0,0,3,5,0,6,5,0,3,8,11
WCoweta,EPaulding,32,7,0,11,10,0,43,17,0,39,21,60
WCoweta,NSpalding,22,3,0,9,12,0,31,15,0,25,21,46
WCoweta,SSpalding,22,5,0,10,20,0,32,25,0,27,30,57
WCoweta,WWalton,0,0,0,0,0,0,0,0,0,0,0,0
WCoweta,EWalton,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,NFulton,26,7,0,8,13,0,34,20,0,33,21,54
NCoweta,Roswell,8,3,0,3,10,0,11,13,0,11,13,24
NCoweta,SandySprings,126,28,8,19,66,1,145,94,9,162,86,248
NCoweta,Buckhead,226,49,14,54,219,0,280,268,14,289,273,562
NCoweta,NWAtlanta,282,29,3,37,59,2,319,88,5,314,98,412
NCoweta,NEAtlanta,391,67,40,88,322,33,479,389,73,498,443,941
NCoweta,SWAtlanta,437,84,6,105,265,5,542,349,11,527,375,902
NCoweta,CBDAtlanta,394,65,140,100,220,25,494,285,165,599,345,944
NCoweta,SEAtlanta,382,60,2,110,215,9,492,275,11,444,334,778
NCoweta,SFulton,879,152,2,731,2229,4,1610,2381,6,1033,2964,3997
NCoweta,Tri-Cities,974,165,6,155,391,2,1129,556,8,1145,548,1693
NCoweta,Shannon,1778,340,5,780,2544,8,2558,2884,13,2123,3332,5455
NCoweta,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,ECentCherokee,3,0,0,2,1,0,5,1,0,3,3,6
NCoweta,Woodstock,10,1,0,1,3,0,11,4,0,11,4,15
NCoweta,Airport,690,102,39,67,144,0,757,246,39,831,211,1042
NCoweta,NEClayton,643,116,2,85,201,4,728,317,6,761,290,1051
NCoweta,Riverdale,315,61,0,123,292,0,438,353,0,376,415,791
NCoweta,SClayton,375,68,0,102,202,0,477,270,0,443,304,747
NCoweta,NWCobb,35,8,0,23,50,0,58,58,0,43,73,116
NCoweta,NECobb,51,8,0,15,33,0,66,41,0,59,48,107
NCoweta,SWCobb,72,14,0,16,64,0,88,78,0,86,80,166
NCoweta,Marietta,96,11,0,19,63,0,115,74,0,107,82,189
NCoweta,Cumberland,338,49,1,57,118,0,395,167,1,388,175,563
NCoweta,SCobb,259,51,0,49,133,0,308,184,0,310,182,492
NCoweta,Chamblee,121,32,9,44,74,1,165,106,10,162,119,281
NCoweta,NWDeKalb,179,38,5,58,172,5,237,210,10,222,235,457
NCoweta,NEDeKalb,76,18,0,39,92,0,115,110,0,94,131,225
NCoweta,Atlanta-DeKalb,34,5,0,12,30,0,46,35,0,39,42,81
NCoweta,Decatur,32,8,0,9,18,0,41,26,0,40,27,67
NCoweta,SWDeKalb,108,15,1,27,84,0,135,99,1,124,111,235
NCoweta,SEDeKalb,41,7,0,15,57,1,56,64,1,48,73,121
NCoweta,SDeKalb,224,30,1,51,67,0,275,97,1,255,118,373
NCoweta,WDouglas,445,82,0,131,339,0,576,421,0,527,470,997
NCoweta,EDouglas,394,57,0,103,305,0,497,362,0,451,408,859
NCoweta,WFayette,3704,702,0,3011,9448,0,6715,10150,0,4406,12459,16865
NCoweta,EFayette,851,164,0,361,1071,0,1212,1235,0,1015,1432,2447
NCoweta,NGwinnett,2,1,0,3,31,0,5,32,0,3,34,37
NCoweta,CentGwinnett,9,0,0,7,9,0,16,9,0,9,16,25
NCoweta,EGwinnett,1,1,0,1,0,0,2,1,0,2,1,3
NCoweta,Norcross,49,11,1,12,33,0,61,44,1,61,45,106
NCoweta,Lilburn,9,3,0,4,2,0,13,5,0,12,6,18
NCoweta,Snellville,2,4,0,3,32,0,5,36,0,6,35,41
NCoweta,NHenry,84,14,0,21,62,0,105,76,0,98,83,181
NCoweta,EHenry,14,4,0,9,7,0,23,11,0,18,16,34
NCoweta,SHenry,162,35,0,40,120,0,202,155,0,197,160,357
NCoweta,SRockdale,12,1,0,1,4,0,13,5,0,13,5,18
NCoweta,NRockdale,21,3,0,3,27,0,24,30,0,24,30,54
NCoweta,NBarrow,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,SBarrow,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,Cartersville,1,1,0,0,0,0,1,1,0,2,0,2
NCoweta,NECarroll,140,31,0,32,81,0,172,112,0,171,113,284
NCoweta,WCarroll,85,12,0,30,81,0,115,93,0,97,111,208
NCoweta,CentralCarroll,794,161,0,418,487,0,1212,648,0,955,905,1860
NCoweta,SECarroll,199,34,0,100,427,0,299,461,0,233,527,760
NCoweta,WCoweta,3979,803,0,5787,15531,0,9766,16334,0,4782,21318,26100
NCoweta,NCoweta,23770,4497,0,44666,113001,0,68436,117498,0,28267,157667,185934
NCoweta,SCoweta,1208,234,0,1241,3426,0,2449,3660,0,1442,4667,6109
NCoweta,SECoweta,1160,199,0,1602,5010,0,2762,5209,0,1359,6612,7971
NCoweta,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,Cumming,3,0,0,0,5,0,3,5,0,3,5,8
NCoweta,SForsyth,1,0,0,1,0,0,2,0,0,1,1,2
NCoweta,NHall,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,SHall,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,WNewton,8,2,0,5,10,0,13,12,0,10,15,25
NCoweta,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
NCoweta,NPaulding,5,1,0,3,5,0,8,6,0,6,8,14
NCoweta,WPaulding,21,1,0,10,10,0,31,11,0,22,20,42
NCoweta,EPaulding,77,15,0,24,44,0,101,59,0,92,68,160
NCoweta,NSpalding,169,38,0,63,96,0,232,134,0,207,159,366
NCoweta,SSpalding,187,21,0,45,85,0,232,106,0,208,130,338
NCoweta,WWalton,1,0,0,1,4,0,2,4,0,1,5,6
NCoweta,EWalton,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NFulton,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Roswell,1,0,0,0,0,0,1,0,0,1,0,1
SCoweta,SandySprings,3,0,1,2,6,0,5,6,1,4,8,12
SCoweta,Buckhead,10,4,0,10,21,0,20,25,0,14,31,45
SCoweta,NWAtlanta,23,6,1,4,9,0,27,15,1,30,13,43
SCoweta,NEAtlanta,23,1,1,4,45,1,27,46,2,25,50,75
SCoweta,SWAtlanta,26,5,0,7,28,0,33,33,0,31,35,66
SCoweta,CBDAtlanta,18,5,4,12,50,3,30,55,7,27,65,92
SCoweta,SEAtlanta,22,4,0,7,47,0,29,51,0,26,54,80
SCoweta,SFulton,38,10,0,14,38,0,52,48,0,48,52,100
SCoweta,Tri-Cities,84,9,0,12,49,0,96,58,0,93,61,154
SCoweta,Shannon,95,19,0,35,59,0,130,78,0,114,94,208
SCoweta,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,ECentCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Woodstock,1,0,0,0,0,0,1,0,0,1,0,1
SCoweta,Airport,59,10,1,8,32,0,67,42,1,70,40,110
SCoweta,NEClayton,46,8,0,4,12,0,50,20,0,54,16,70
SCoweta,Riverdale,14,4,0,3,6,0,17,10,0,18,9,27
SCoweta,SClayton,36,5,0,8,35,0,44,40,0,41,43,84
SCoweta,NWCobb,0,0,0,1,0,0,1,0,0,0,1,1
SCoweta,NECobb,0,0,0,0,1,0,0,1,0,0,1,1
SCoweta,SWCobb,3,0,0,1,0,0,4,0,0,3,1,4
SCoweta,Marietta,5,0,0,1,2,0,6,2,0,5,3,8
SCoweta,Cumberland,22,3,0,8,2,0,30,5,0,25,10,35
SCoweta,SCobb,16,3,0,3,32,0,19,35,0,19,35,54
SCoweta,Chamblee,3,1,0,4,5,0,7,6,0,4,9,13
SCoweta,NWDeKalb,11,1,0,6,18,1,17,19,1,12,25,37
SCoweta,NEDeKalb,1,3,0,1,2,0,2,5,0,4,3,7
SCoweta,Atlanta-DeKalb,6,0,0,0,2,0,6,2,0,6,2,8
SCoweta,Decatur,1,0,0,1,1,0,2,1,0,1,2,3
SCoweta,SWDeKalb,5,0,0,3,11,0,8,11,0,5,14,19
SCoweta,SEDeKalb,2,0,0,1,1,0,3,1,0,2,2,4
SCoweta,SDeKalb,7,1,0,2,2,0,9,3,0,8,4,12
SCoweta,WDouglas,24,7,0,5,43,0,29,50,0,31,48,79
SCoweta,EDouglas,24,3,0,7,8,0,31,11,0,27,15,42
SCoweta,WFayette,275,54,0,88,345,0,363,399,0,329,433,762
SCoweta,EFayette,53,10,0,19,37,0,72,47,0,63,56,119
SCoweta,NGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,CentGwinnett,0,0,0,1,1,0,1,1,0,0,2,2
SCoweta,EGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Norcross,4,0,0,1,0,0,5,0,0,4,1,5
SCoweta,Lilburn,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Snellville,0,0,0,1,0,0,1,0,0,0,1,1
SCoweta,NHenry,8,1,0,5,9,0,13,10,0,9,14,23
SCoweta,EHenry,0,0,0,1,0,0,1,0,0,0,1,1
SCoweta,SHenry,22,4,0,11,8,0,33,12,0,26,19,45
SCoweta,SRockdale,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NRockdale,0,0,0,0,1,0,0,1,0,0,1,1
SCoweta,NBarrow,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,SBarrow,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Cartersville,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NECarroll,8,2,0,2,16,0,10,18,0,10,18,28
SCoweta,WCarroll,3,0,0,3,0,0,6,0,0,3,3,6
SCoweta,CentralCarroll,94,14,0,69,43,0,163,57,0,108,112,220
SCoweta,SECarroll,19,2,0,3,9,0,22,11,0,21,12,33
SCoweta,WCoweta,333,54,0,355,1083,0,688,1137,0,387,1438,1825
SCoweta,NCoweta,1151,224,0,1234,3441,0,2385,3665,0,1375,4675,6050
SCoweta,SCoweta,1045,183,0,2709,6848,0,3754,7031,0,1228,9557,10785
SCoweta,SECoweta,143,16,0,162,572,0,305,588,0,159,734,893
SCoweta,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Cumming,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,SForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NHall,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,SHall,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,WNewton,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,ENewton,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,NPaulding,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,WPaulding,1,0,0,0,0,0,1,0,0,1,0,1
SCoweta,EPaulding,6,2,0,2,8,0,8,10,0,8,10,18
SCoweta,NSpalding,23,6,0,15,23,0,38,29,0,29,38,67
SCoweta,SSpalding,42,6,0,11,31,0,53,37,0,48,42,90
SCoweta,WWalton,0,0,0,0,0,0,0,0,0,0,0,0
SCoweta,EWalton,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,NFulton,1,0,0,0,2,0,1,2,0,1,2,3
SECoweta,Roswell,0,0,0,0,5,0,0,5,0,0,5,5
SECoweta,SandySprings,14,4,0,1,4,0,15,8,0,18,5,23
SECoweta,Buckhead,25,8,0,12,20,0,37,28,0,33,32,65
SECoweta,NWAtlanta,27,11,0,5,10,0,32,21,0,38,15,53
SECoweta,NEAtlanta,46,11,1,26,70,0,72,81,1,58,96,154
SECoweta,SWAtlanta,51,6,0,17,84,0,68,90,0,57,101,158
SECoweta,CBDAtlanta,40,11,7,20,80,1,60,91,8,58,101,159
SECoweta,SEAtlanta,46,12,0,16,16,0,62,28,0,58,32,90
SECoweta,SFulton,82,8,0,18,41,0,100,49,0,90,59,149
SECoweta,Tri-Cities,136,21,0,24,60,1,160,81,1,157,85,242
SECoweta,Shannon,200,37,0,59,143,0,259,180,0,237,202,439
SECoweta,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,ECentCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,Woodstock,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,Airport,93,20,1,15,14,1,108,34,2,114,30,144
SECoweta,NEClayton,179,31,0,35,88,1,214,119,1,210,124,334
SECoweta,Riverdale,71,14,0,40,81,0,111,95,0,85,121,206
SECoweta,SClayton,151,23,0,54,112,0,205,135,0,174,166,340
SECoweta,NWCobb,2,0,0,1,26,0,3,26,0,2,27,29
SECoweta,NECobb,3,1,0,1,1,0,4,2,0,4,2,6
SECoweta,SWCobb,14,0,0,1,2,0,15,2,0,14,3,17
SECoweta,Marietta,9,2,0,3,2,0,12,4,0,11,5,16
SECoweta,Cumberland,57,16,0,12,7,4,69,23,4,73,23,96
SECoweta,SCobb,29,4,0,8,37,0,37,41,0,33,45,78
SECoweta,Chamblee,10,6,1,2,13,0,12,19,1,17,15,32
SECoweta,NWDeKalb,19,5,0,12,24,0,31,29,0,24,36,60
SECoweta,NEDeKalb,12,3,0,7,11,0,19,14,0,15,18,33
SECoweta,Atlanta-DeKalb,6,0,0,2,25,0,8,25,0,6,27,33
SECoweta,Decatur,4,2,0,5,7,0,9,9,0,6,12,18
SECoweta,SWDeKalb,12,0,0,9,12,0,21,12,0,12,21,33
SECoweta,SEDeKalb,10,2,0,3,14,0,13,16,0,12,17,29
SECoweta,SDeKalb,17,7,0,8,29,0,25,36,0,24,37,61
SECoweta,WDouglas,28,6,0,3,13,0,31,19,0,34,16,50
SECoweta,EDouglas,32,8,0,10,35,0,42,43,0,40,45,85
SECoweta,WFayette,1365,251,0,1426,4903,0,2791,5154,0,1616,6329,7945
SECoweta,EFayette,463,87,0,358,1055,0,821,1142,0,550,1413,1963
SECoweta,NGwinnett,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,CentGwinnett,1,0,0,1,0,0,2,0,0,1,1,2
SECoweta,EGwinnett,0,0,0,1,0,0,1,0,0,0,1,1
SECoweta,Norcross,7,1,0,0,10,0,7,11,0,8,10,18
SECoweta,Lilburn,1,0,0,2,16,0,3,16,0,1,18,19
SECoweta,Snellville,1,1,0,0,0,0,1,1,0,2,0,2
SECoweta,NHenry,42,3,0,13,60,0,55,63,0,45,73,118
SECoweta,EHenry,9,1,0,4,17,0,13,18,0,10,21,31
SECoweta,SHenry,132,32,0,38,61,0,170,93,0,164,99,263
SECoweta,SRockdale,4,0,0,0,2,0,4,2,0,4,2,6
SECoweta,NRockdale,6,0,0,1,4,0,7,4,0,6,5,11
SECoweta,NBarrow,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,SBarrow,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,Cartersville,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,NECarroll,4,3,0,4,6,0,8,9,0,7,10,17
SECoweta,WCarroll,2,1,0,2,2,0,4,3,0,3,4,7
SECoweta,CentralCarroll,52,12,0,53,39,0,105,51,0,64,92,156
SECoweta,SECarroll,6,1,0,2,11,0,8,12,0,7,13,20
SECoweta,WCoweta,129,27,0,89,210,0,218,237,0,156,299,455
SECoweta,NCoweta,1157,205,0,1622,5040,0,2779,5245,0,1362,6662,8024
SECoweta,SCoweta,140,24,0,160,629,0,300,653,0,164,789,953
SECoweta,SECoweta,1109,223,0,3166,8978,0,4275,9201,0,1332,12144,13476
SECoweta,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,Cumming,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,SForsyth,0,0,0,1,0,0,1,0,0,0,1,1
SECoweta,NHall,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,SHall,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,WNewton,4,1,0,2,0,0,6,1,0,5,2,7
SECoweta,ENewton,0,0,0,0,1,0,0,1,0,0,1,1
SECoweta,NPaulding,1,0,0,1,0,0,2,0,0,1,1,2
SECoweta,WPaulding,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,EPaulding,10,2,0,3,6,0,13,8,0,12,9,21
SECoweta,NSpalding,174,40,0,126,180,0,300,220,0,214,306,520
SECoweta,SSpalding,195,38,0,87,236,0,282,274,0,233,323,556
SECoweta,WWalton,0,0,0,0,0,0,0,0,0,0,0,0
SECoweta,EWalton,0,0,0,0,0,0,0,0,0,0,0,0
NForsyth,NFulton,1364,230,1,353,1169,1,1717,1399,2,1595,1523,3118
NForsyth,Roswell,292,56,0,76,294,0,368,350,0,348,370,718
NForsyth,SandySprings,225,42,0,66,261,2,291,303,2,267,329,596
NForsyth,Buckhead,94,22,1,27,133,0,121,155,1,117,160,277
NForsyth,NWAtlanta,13,2,0,10,15,0,23,17,0,15,25,40
NForsyth,NEAtlanta,31,0,1,20,100,0,51,100,1,32,120,152
NForsyth,SWAtlanta,3,0,0,2,11,0,5,11,0,3,13,16
NForsyth,CBDAtlanta,11,1,2,12,66,0,23,67,2,14,78,92
NForsyth,SEAtlanta,4,0,0,1,2,0,5,2,0,4,3,7
